quote	title	from	order
We've got a long way to go.	I'll Make a Man Out of You	Mulan	1
Let's get down to business!	I'll Make a Man Out of You	Mulan	2
To defeat	I'll Make a Man Out of You	Mulan	3
The Huns!	I'll Make a Man Out of You	Mulan	4
(Hyah!)	I'll Make a Man Out of You	Mulan	5
Did they send me daughters	I'll Make a Man Out of You	Mulan	6
When I asked	I'll Make a Man Out of You	Mulan	7
For sons?	I'll Make a Man Out of You	Mulan	8
You're the saddest bunch I ever met.	I'll Make a Man Out of You	Mulan	9
But you can bet before we're through:	I'll Make a Man Out of You	Mulan	10
Mister, I'll	I'll Make a Man Out of You	Mulan	11
Make a man ...	I'll Make a Man Out of You	Mulan	12
Out of you.	I'll Make a Man Out of You	Mulan	13
Tranquil as a forest,	I'll Make a Man Out of You	Mulan	14
But a fire	I'll Make a Man Out of You	Mulan	15
Within.	I'll Make a Man Out of You	Mulan	16
Once you find your centre,	I'll Make a Man Out of You	Mulan	17
You are sure	I'll Make a Man Out of You	Mulan	18
To win.	I'll Make a Man Out of You	Mulan	19
You're a spineless, pale,	I'll Make a Man Out of You	Mulan	20
Pathetic lot,	I'll Make a Man Out of You	Mulan	21
and you haven't got a clue.	I'll Make a Man Out of You	Mulan	22
Somehow, I'll	I'll Make a Man Out of You	Mulan	23
Make a man	I'll Make a Man Out of You	Mulan	24
Out of youuuuu!	I'll Make a Man Out of You	Mulan	25
I'm never gonna catch my breath!	I'll Make a Man Out of You	Mulan	26
Say goodbye to those who knew me!	I'll Make a Man Out of You	Mulan	27
Boy, was I a fool in school for cutting gym!	I'll Make a Man Out of You	Mulan	28
This guy's got 'em scared to death!	I'll Make a Man Out of You	Mulan	29
Hope he doesn't see right through me!	I'll Make a Man Out of You	Mulan	30
Now, I really wish that I knew how to swim!	I'll Make a Man Out of You	Mulan	31
Be a man ...	I'll Make a Man Out of You	Mulan	32
We must be swift as a coursing river,	I'll Make a Man Out of You	Mulan	33
Be a man ...	I'll Make a Man Out of You	Mulan	34
With all the force of a great typhoon,	I'll Make a Man Out of You	Mulan	35
Be a man ...	I'll Make a Man Out of You	Mulan	36
With all the strength of a raging fire,	I'll Make a Man Out of You	Mulan	37
Mysterious as the dark side of	I'll Make a Man Out of You	Mulan	38
The moooooon!	I'll Make a Man Out of You	Mulan	39
Time is racing toward us	I'll Make a Man Out of You	Mulan	40
til the Huns	I'll Make a Man Out of You	Mulan	41
Arrive!	I'll Make a Man Out of You	Mulan	42
Heed my every order,	I'll Make a Man Out of You	Mulan	43
And you might	I'll Make a Man Out of You	Mulan	44
Survive!	I'll Make a Man Out of You	Mulan	45
You're unsuited for	I'll Make a Man Out of You	Mulan	46
The rage of war,	I'll Make a Man Out of You	Mulan	47
So pack up;	I'll Make a Man Out of You	Mulan	48
Go home;	I'll Make a Man Out of You	Mulan	49
You're through.	I'll Make a Man Out of You	Mulan	50
How could I	I'll Make a Man Out of You	Mulan	51
Make a man ...	I'll Make a Man Out of You	Mulan	52
Out of youuuuu?	I'll Make a Man Out of You	Mulan	53
Be a man ...	I'll Make a Man Out of You	Mulan	54
We must be swift as a coursing river ...	I'll Make a Man Out of You	Mulan	55
Be a man ...	I'll Make a Man Out of You	Mulan	56
With all the force of a great typhoon ...	I'll Make a Man Out of You	Mulan	57
Be a man ...	I'll Make a Man Out of You	Mulan	58
With all the strength of a raging fire ...	I'll Make a Man Out of You	Mulan	59
Mysterious as the dark side of ...	I'll Make a Man Out of You	Mulan	60
The mooooooon!	I'll Make a Man Out of You	Mulan	61
Be a man!	I'll Make a Man Out of You	Mulan	62
We must be swift as a coursing river,	I'll Make a Man Out of You	Mulan	63
Be a man!	I'll Make a Man Out of You	Mulan	64
With all the force of a great typhoon,	I'll Make a Man Out of You	Mulan	65
Be a man!	I'll Make a Man Out of You	Mulan	66
With all the strength of a raging fire,	I'll Make a Man Out of You	Mulan	67
Mysterious as the dark side of	I'll Make a Man Out of You	Mulan	68
The moooooon!	I'll Make a Man Out of You	Mulan	69
Hyah!	I'll Make a Man Out of You	Mulan	70
This is what you give me to work with? Well, honey, I've seen worse.	Honour to Us All	Mulan	1
We're gonna turn this sow's ear into a silk purse.	Honour to Us All	Mulan	2
It's freezing!	Honour to Us All	Mulan	3
It would have been warm if you were here on time.	Honour to Us All	Mulan	4
We'll have you washed and dried,	Honour to Us All	Mulan	5
Primped and polished 'til you glow with pride.	Honour to Us All	Mulan	6
Trust my recipe for instant bride.	Honour to Us All	Mulan	7
You'll bring honour to us all.	Honour to Us All	Mulan	8
Mulan, what's this?	Honour to Us All	Mulan	9
Uh ... notes. In case I forget something?	Honour to Us All	Mulan	10
Hold this. You'll need more luck than I thought.	Honour to Us All	Mulan	11
Wait and see: when we're through,	Honour to Us All	Mulan	12
Boys will gladly go to war for you.	Honour to Us All	Mulan	13
With good fortune,	Honour to Us All	Mulan	14
And a great hairdo,	Honour to Us All	Mulan	15
You'll bring honour to us all.	Honour to Us All	Mulan	16
A girl can bring her family great honour in one way:	Honour to Us All	Mulan	17
By striking a good match,	Honour to Us All	Mulan	18
And this could be day!	Honour to Us All	Mulan	19
Men want girls with good taste --	Honour to Us All	Mulan	20
Calm,	Honour to Us All	Mulan	21
Obedient,	Honour to Us All	Mulan	22
Who work fast-paced.	Honour to Us All	Mulan	23
With good breeding,	Honour to Us All	Mulan	24
And a tiny waist,	Honour to Us All	Mulan	25
You'll bring honour to us all.	Honour to Us All	Mulan	26
We all must serve our emperor, who guards us from the Huns.	Honour to Us All	Mulan	27
A man by bearing arms;	Honour to Us All	Mulan	28
A girl by bearing sons.	Honour to Us All	Mulan	29
When we're through, you can't fail.	Honour to Us All	Mulan	30
Like a lotus blossom, soft and pale.	Honour to Us All	Mulan	31
How could any fellow say, "No sale"?	Honour to Us All	Mulan	32
You'll bring honour to us all.	Honour to Us All	Mulan	33
There. You're ready.	Honour to Us All	Mulan	34
Not yet! An apple for serenity, a pendant for balance ...	Honour to Us All	Mulan	35
Beads of jade for beauty:	Honour to Us All	Mulan	36
You must proudly show it.	Honour to Us All	Mulan	37
Now, add a cricket	Honour to Us All	Mulan	38
Just for luck,	Honour to Us All	Mulan	39
And even you can't blow it!	Honour to Us All	Mulan	40
Ancestors, hear my plea:	Honour to Us All	Mulan	41
Help me not to make a fool of me.	Honour to Us All	Mulan	42
And to not uproot my family tree, keep my father standing tall.	Honour to Us All	Mulan	43
Keep my father standing tall.	Honour to Us All	Mulan	44
Scarier than the undertaker,	Honour to Us All	Mulan	45
We are meeting our matchmaker!	Honour to Us All	Mulan	46
Destiny, guard our girls,	Honour to Us All	Mulan	47
And our future as it fast unfurls.	Honour to Us All	Mulan	48
Please look kindly on these cultured pearls,	Honour to Us All	Mulan	49
Each a perfect porcelain doll ...	Honour to Us All	Mulan	50
Please bring honour to us,	Honour to Us All	Mulan	51
Please bring honour to us,	Honour to Us All	Mulan	52
Please bring honour to us,	Honour to Us All	Mulan	53
Please bring honour to us,	Honour to Us All	Mulan	54
Please	Honour to Us All	Mulan	55
Bring	Honour to Us All	Mulan	56
Honour to us all!	Honour to Us All	Mulan	57
Look at me: I may never pass for a perfect bride, or a perfect daughter.	Reflection	Mulan	1
Can it be I'm not meant to play this part?	Reflection	Mulan	2
Now I see that if I were truly to be myself, I would break my family's heart.	Reflection	Mulan	3
Who is that girl I see staring straight back at me?	Reflection	Mulan	4
Why is my reflection someone I don't know?	Reflection	Mulan	5
Who is that perfect bride? It's not me, though I've tried.	Reflection	Mulan	6
When will my reflection show who I am inside?	Reflection	Mulan	7
How I pray that a time will come I can free myself from their expectations.	Reflection	Mulan	8
On that day, I'll discover some way to be myself, and to make my family proud.	Reflection	Mulan	9
They want a docile lamb. No-one knows who I am.	Reflection	Mulan	10
Must there be a secret me I'm forced to hide?	Reflection	Mulan	11
Must I pretend that I am someone else for all time?	Reflection	Mulan	12
For a long time, we've been marching off to battle.	A Girl Worth Fighting For	Mulan	1
In our thundering herd, we feel a lot like cattle.	A Girl Worth Fighting For	Mulan	2
Like the pounding beat, our aching feet aren't easy to ignore.	A Girl Worth Fighting For	Mulan	3
Hey! Think of, instead, a girl worth fighting for.	A Girl Worth Fighting For	Mulan	4
Huh?	A Girl Worth Fighting For	Mulan	5
That's what I said: a girl worth fighting for!	A Girl Worth Fighting For	Mulan	6
I want her paler than the moon with eyes that shine like stars.	A Girl Worth Fighting For	Mulan	7
My girl will marvel at my strength, adore my battle scars.	A Girl Worth Fighting For	Mulan	8
I couldn't care less what she'll wear, or what she looks like.	A Girl Worth Fighting For	Mulan	9
It all depends on what she cooks, like	A Girl Worth Fighting For	Mulan	10
Beef!	A Girl Worth Fighting For	Mulan	11
Pork!	A Girl Worth Fighting For	Mulan	12
Chicken!	A Girl Worth Fighting For	Mulan	13
Mmm!	A Girl Worth Fighting For	Mulan	14
Bet the local girls thought you were quite the charmer.	A Girl Worth Fighting For	Mulan	15
And I'll bet the ladies love a man in armour.	A Girl Worth Fighting For	Mulan	16
You can guess what we have missed the most since we went off to war!	A Girl Worth Fighting For	Mulan	17
What do we want?	A Girl Worth Fighting For	Mulan	18
A girl worth fighting for!	A Girl Worth Fighting For	Mulan	19
My girl will think I have no faults, that I'm a major find.	A Girl Worth Fighting For	Mulan	20
Uh ... how 'bout a girl who's got a brain, who always ... speaks her mind?	A Girl Worth Fighting For	Mulan	21
Nah!	A Girl Worth Fighting For	Mulan	22
My manly ways and turn of phrase are sure to thrill her!	A Girl Worth Fighting For	Mulan	23
He thinks he's such a lady killer.	A Girl Worth Fighting For	Mulan	24
I've a girl back home who's unlike any other!	A Girl Worth Fighting For	Mulan	25
Yeah, the only girl who'd love him is his mother.	A Girl Worth Fighting For	Mulan	26
But when we come home in victory, they'll line up at the door!	A Girl Worth Fighting For	Mulan	27
What do we want?	A Girl Worth Fighting For	Mulan	28
A girl worth fighting for!	A Girl Worth Fighting For	Mulan	29
Wish that I had ...	A Girl Worth Fighting For	Mulan	30
A girl worth fighting for!	A Girl Worth Fighting For	Mulan	31
A girl worth fighting -- !	A Girl Worth Fighting For	Mulan	32
Born of cold and winter air and mountain rain combining,	Frozen Heart	Frozen	1
This icy force, both foul and fair, has a frozen heart worth mining.	Frozen Heart	Frozen	2
So cut through the heart, cold and clear.	Frozen Heart	Frozen	3
Strike for love and strike for fear.	Frozen Heart	Frozen	4
See the beauty, sharp and sheer.	Frozen Heart	Frozen	5
Split the ice apart ...	Frozen Heart	Frozen	6
And break the frozen heart!	Frozen Heart	Frozen	7
Watch your step!	Frozen Heart	Frozen	8
Let it go!	Frozen Heart	Frozen	9
Rah! Ho!	Frozen Heart	Frozen	10
Watch your step!	Frozen Heart	Frozen	11
Let it go!	Frozen Heart	Frozen	12
Beautiful!	Frozen Heart	Frozen	13
Powerful!	Frozen Heart	Frozen	14
Dangerous!	Frozen Heart	Frozen	15
Cold!	Frozen Heart	Frozen	16
Ice has a magic, can't be controlled.	Frozen Heart	Frozen	17
Stronger than one!	Frozen Heart	Frozen	18
Stronger than ten!	Frozen Heart	Frozen	19
Stronger than a hundred men! Hyah!	Frozen Heart	Frozen	20
Born of cold and winter air and mountain rain combining,	Frozen Heart	Frozen	21
This icy force, both foul and fair, has a frozen heart worth mining!	Frozen Heart	Frozen	22
Cut through the heart, cold and clear!	Frozen Heart	Frozen	23
Strike for love and strike for fear!	Frozen Heart	Frozen	24
There's beauty and there's danger here.	Frozen Heart	Frozen	25
Split the ice apart!	Frozen Heart	Frozen	26
Beware the frozen heart ...	Frozen Heart	Frozen	27
Elsa?	Do You Want to Build a Snowman?	Frozen	1
Do you want to build a snowman?	Do You Want to Build a Snowman?	Frozen	2
Come on, let's go and play!	Do You Want to Build a Snowman?	Frozen	3
I never see you anymore.	Do You Want to Build a Snowman?	Frozen	4
Come out the door.	Do You Want to Build a Snowman?	Frozen	5
It's like you've gone away!	Do You Want to Build a Snowman?	Frozen	6
We used to be best buddies,	Do You Want to Build a Snowman?	Frozen	7
And now, we're not.	Do You Want to Build a Snowman?	Frozen	8
I wish you would tell me why!	Do You Want to Build a Snowman?	Frozen	9
Do you want to build a snowman?	Do You Want to Build a Snowman?	Frozen	10
It doesn't have to be a snowman ...	Do You Want to Build a Snowman?	Frozen	11
Go away, Anna!	Do You Want to Build a Snowman?	Frozen	12
Okay, bye ...	Do You Want to Build a Snowman?	Frozen	13
Do you want to build a snowman?	Do You Want to Build a Snowman?	Frozen	14
Or ride our bike around the halls?	Do You Want to Build a Snowman?	Frozen	15
I think some company is overdue.	Do You Want to Build a Snowman?	Frozen	16
I've started talking to the pictures on the walls!	Do You Want to Build a Snowman?	Frozen	17
Hang in there, Joan.	Do You Want to Build a Snowman?	Frozen	18
It gets a little lonely,	Do You Want to Build a Snowman?	Frozen	19
All these empty rooms.	Do You Want to Build a Snowman?	Frozen	20
Just watching the hours tick by!	Do You Want to Build a Snowman?	Frozen	21
*tick* *tock* *tick* *tock* *tick* *tock* *tick* *tock*	Do You Want to Build a Snowman?	Frozen	22
... Elsa?	Do You Want to Build a Snowman?	Frozen	23
Please, I know you're in there.	Do You Want to Build a Snowman?	Frozen	24
People are asking where you've been.	Do You Want to Build a Snowman?	Frozen	25
They say, "have courage", and I'm trying to.	Do You Want to Build a Snowman?	Frozen	26
I'm right out here for you.	Do You Want to Build a Snowman?	Frozen	27
Just let me in.	Do You Want to Build a Snowman?	Frozen	28
We only have each other.	Do You Want to Build a Snowman?	Frozen	29
It's just you and me.	Do You Want to Build a Snowman?	Frozen	30
What are we gonna do?	Do You Want to Build a Snowman?	Frozen	31
Do you ... want to build a snowman?	Do You Want to Build a Snowman?	Frozen	32
The window is open,	For the First Time in Forever	Frozen	1
So's that door!	For the First Time in Forever	Frozen	2
I didn't know they did that anymore!	For the First Time in Forever	Frozen	3
Who knew we owned eight thousand salad plates?	For the First Time in Forever	Frozen	4
For years, I've roamed these empty halls.	For the First Time in Forever	Frozen	5
Why have a ballroom with no balls?	For the First Time in Forever	Frozen	6
Finally, they're opening up the gates!	For the First Time in Forever	Frozen	7
There'll be actual, real, live people.	For the First Time in Forever	Frozen	8
It'll be totally strange.	For the First Time in Forever	Frozen	9
Wow, am I so ready for this change!	For the First Time in Forever	Frozen	10
For the first time in forever,	For the First Time in Forever	Frozen	11
There'll be music,	For the First Time in Forever	Frozen	12
There'll be light!	For the First Time in Forever	Frozen	13
For the first time in forever,	For the First Time in Forever	Frozen	14
I'll be dancing through the night!	For the First Time in Forever	Frozen	15
Don't know if I'm elated or gassy,	For the First Time in Forever	Frozen	16
But I'm somewhere in that zone!	For the First Time in Forever	Frozen	17
cause for the first time in forever ...	For the First Time in Forever	Frozen	18
I won't be alone.	For the First Time in Forever	Frozen	19
I can't wait to meet everyone!	For the First Time in Forever	Frozen	20
What if I meet ... the one?	For the First Time in Forever	Frozen	21
Tonight, imagine me, gowned and all,	For the First Time in Forever	Frozen	22
Fetchingly draped against the wall,	For the First Time in Forever	Frozen	23
The picture of sophisticated graaaaaaace.	For the First Time in Forever	Frozen	24
Ooh! I suddenly see him standing there:	For the First Time in Forever	Frozen	25
A beautiful stranger, tall and fair.	For the First Time in Forever	Frozen	26
I wanna stuff some chocolate in my face!	For the First Time in Forever	Frozen	27
But then we laugh and talk all evening,	For the First Time in Forever	Frozen	28
Which is totally bizarre.	For the First Time in Forever	Frozen	29
Nothing like the life I've led so far!	For the First Time in Forever	Frozen	30
For the first time in forever,	For the First Time in Forever	Frozen	31
There'll be magic,	For the First Time in Forever	Frozen	32
There'll be fun!	For the First Time in Forever	Frozen	33
For the first time in forever,	For the First Time in Forever	Frozen	34
I could be noticed by someone!	For the First Time in Forever	Frozen	35
And I know it is totally crazy	For the First Time in Forever	Frozen	36
To dream I'd find romance ...	For the First Time in Forever	Frozen	37
But for the first time in forever ...	For the First Time in Forever	Frozen	38
At least I've got a chance.	For the First Time in Forever	Frozen	39
Don't let them in.	For the First Time in Forever	Frozen	40
Don't let them see.	For the First Time in Forever	Frozen	41
Be the good girl you always have to be.	For the First Time in Forever	Frozen	42
Conceal.	For the First Time in Forever	Frozen	43
Don't feel.	For the First Time in Forever	Frozen	44
Put on a show!	For the First Time in Forever	Frozen	45
Make one wrong move and everyone will know.	For the First Time in Forever	Frozen	46
But it's only for today.	For the First Time in Forever	Frozen	47
It's only for today!	For the First Time in Forever	Frozen	48
It's agony to wait.	For the First Time in Forever	Frozen	49
It's agony to wait!	For the First Time in Forever	Frozen	50
Tell the guards to open up ... the gate!	For the First Time in Forever	Frozen	51
The gate!	For the First Time in Forever	Frozen	52
For the first time in forever,	For the First Time in Forever	Frozen	53
Don't let them in; don't let them see.	For the First Time in Forever	Frozen	54
I'm getting what I'm dreaming of!	For the First Time in Forever	Frozen	55
Be the good girl you always have to be.	For the First Time in Forever	Frozen	56
A chance to change my lonely world ...	For the First Time in Forever	Frozen	57
Conceal.	For the First Time in Forever	Frozen	58
A chance to find true love!	For the First Time in Forever	Frozen	59
Conceal, don't feel, don't let them know ...	For the First Time in Forever	Frozen	60
I know it all ends tomorrow,	For the First Time in Forever	Frozen	61
So it has to be today!	For the First Time in Forever	Frozen	62
cause for the first time in forever ...	For the First Time in Forever	Frozen	63
For the first time in forever ...	For the First Time in Forever	Frozen	64
Nothing's in my waaaaay!	For the First Time in Forever	Frozen	65
Oh!	For the First Time in Forever	Frozen	66
Ok, can I just ... say something crazy?	Love is an Open Door	Frozen	1
I love crazy.	Love is an Open Door	Frozen	2
All my life has been a series of doors in my face,	Love is an Open Door	Frozen	3
And then suddenly, I bump into you.	Love is an Open Door	Frozen	4
I was thinking the same thing! 'Cause like,	Love is an Open Door	Frozen	5
I've been searching my whole life to find my own place,	Love is an Open Door	Frozen	6
And maybe it's the party talking, or the chocolate fondue ...	Love is an Open Door	Frozen	7
But with you ...	Love is an Open Door	Frozen	8
But with you, I found my place.	Love is an Open Door	Frozen	9
I see your face.	Love is an Open Door	Frozen	10
And it's nothing like I've ever known before!	Love is an Open Door	Frozen	11
Love is an open dooooooor!	Love is an Open Door	Frozen	12
Love is an open doooooo-ooo-oor!	Love is an Open Door	Frozen	13
Love is an open door ... with you!	Love is an Open Door	Frozen	14
With you!	Love is an Open Door	Frozen	15
With you!	Love is an Open Door	Frozen	16
With you! Love is an open door ...	Love is an Open Door	Frozen	17
Love is an open door ...	Love is an Open Door	Frozen	18
I mean it's crazy ...	Love is an Open Door	Frozen	19
What?	Love is an Open Door	Frozen	20
We finish each other's --	Love is an Open Door	Frozen	21
Sandwiches!	Love is an Open Door	Frozen	22
That's what I was gonna say!	Love is an Open Door	Frozen	23
I've never met someone who thinks so much like me!	Love is an Open Door	Frozen	24
Who thinks so much like me!	Love is an Open Door	Frozen	25
Jinx!	Love is an Open Door	Frozen	26
Jinx again!	Love is an Open Door	Frozen	27
Our mental synchronization can have but one explanation:	Love is an Open Door	Frozen	28
You --	Love is an Open Door	Frozen	29
And I --	Love is an Open Door	Frozen	30
Were --	Love is an Open Door	Frozen	31
Just meant to be!	Love is an Open Door	Frozen	32
Meant to be!	Love is an Open Door	Frozen	33
Say goodbye ...	Love is an Open Door	Frozen	34
Say goodbye to the pain of the past!	Love is an Open Door	Frozen	35
We don't have to feel it anymore!	Love is an Open Door	Frozen	36
Love is an open dooooor!	Love is an Open Door	Frozen	37
Love is an open DOOOOO-OOOOOO-OOOOOOOR!	Love is an Open Door	Frozen	38
Life can be so much more ... with you!	Love is an Open Door	Frozen	39
With you!	Love is an Open Door	Frozen	40
With you! 	Love is an Open Door	Frozen	41
With you! Love is an open door ...	Love is an Open Door	Frozen	42
dooo-oo-or ...	Love is an Open Door	Frozen	43
Can I say something crazy? ... will you marry me?	Love is an Open Door	Frozen	44
Can I say something even crazier? ... yes!	Love is an Open Door	Frozen	45
The snow glows white on the mountain tonight,	Let It Go	Frozen	1
Not a footprint to be seen.	Let It Go	Frozen	2
A kingdom of isolation,	Let It Go	Frozen	3
And it looks like I'm the queen.	Let It Go	Frozen	4
The wind is howling like this swirling storm inside.	Let It Go	Frozen	5
Couldn't keep it in.	Let It Go	Frozen	6
Heaven knows I tried.	Let It Go	Frozen	7
Don't let them in, don't let them see.	Let It Go	Frozen	8
Be the good girl you always have to be!	Let It Go	Frozen	9
Conceal, don't feel.	Let It Go	Frozen	10
Don't let them know ...	Let It Go	Frozen	11
Well, now, they know!	Let It Go	Frozen	12
Let it go,	Let It Go	Frozen	13
Let it go!	Let It Go	Frozen	14
Can't hold it back anymore!	Let It Go	Frozen	15
Let it go,	Let It Go	Frozen	16
Let it go!	Let It Go	Frozen	17
Turn away and slam the door!	Let It Go	Frozen	18
I don't care!	Let It Go	Frozen	19
What they're going to say!	Let It Go	Frozen	20
Let the storm rage on ...	Let It Go	Frozen	21
The cold never bothered me, anyway.	Let It Go	Frozen	22
It's funny how some distance	Let It Go	Frozen	23
Makes everything seem small.	Let It Go	Frozen	24
And the fears that once controlled me ...	Let It Go	Frozen	25
Can't get to me at all!	Let It Go	Frozen	26
It's time to see what I can do	Let It Go	Frozen	27
To test the limits and break through!	Let It Go	Frozen	28
No right, no wrong,	Let It Go	Frozen	29
No rules for me ...	Let It Go	Frozen	30
I'm free!	Let It Go	Frozen	31
Let it go!	Let It Go	Frozen	32
Let it go!	Let It Go	Frozen	33
I'm one with the wind and sky!	Let It Go	Frozen	34
Let it go!	Let It Go	Frozen	35
Let it go!	Let It Go	Frozen	36
You'll never see me cry!	Let It Go	Frozen	37
Here I stand!	Let It Go	Frozen	38
And here I'll stay ...	Let It Go	Frozen	39
Let the storm rage on ...	Let It Go	Frozen	40
My power flurries through the air into the ground!	Let It Go	Frozen	41
My soul is spiraling in frozen fractals all around!	Let It Go	Frozen	42
And one thought crystallizes like an icy blast!	Let It Go	Frozen	43
I'm never going back ...	Let It Go	Frozen	44
The past is in the paaaaast!	Let It Go	Frozen	45
Let it go!	Let It Go	Frozen	46
Let it go,	Let It Go	Frozen	47
And I'll rise like the break of dawn.	Let It Go	Frozen	48
Let it go!	Let It Go	Frozen	49
Let it go!	Let It Go	Frozen	50
That perfect girl is gone!	Let It Go	Frozen	51
Here I stand!	Let It Go	Frozen	52
In the light of daaaaaaay!	Let It Go	Frozen	53
Let the storm rage ON!	Let It Go	Frozen	54
The cold never bothered me, anyway.	Let It Go	Frozen	55
Reindeers are better than people. Sven, don't you think that's true?	Reindeer(s) Are Better Than People	Frozen	1
Yeah, people will beat you, and curse you, and cheat you. Everyone of 'em's bad, except you.	Reindeer(s) Are Better Than People	Frozen	2
Oh, thanks, buddy.	Reindeer(s) Are Better Than People	Frozen	3
But people smell better than reindeers. Sven, don't you think I'm right?	Reindeer(s) Are Better Than People	Frozen	4
That's once again true, for all except you.	Reindeer(s) Are Better Than People	Frozen	5
You got me. Let's call it a night.	Reindeer(s) Are Better Than People	Frozen	6
Good night!	Reindeer(s) Are Better Than People	Frozen	7
Don't let the frostbite ... bite ...	Reindeer(s) Are Better Than People	Frozen	8
What's the issue, dear? Why are you holding back on such a man?	Fixer Upper	Frozen	1
Is it the clumpy way he walks?	Fixer Upper	Frozen	2
Or the grumpy way he talks?	Fixer Upper	Frozen	3
Or the pear-shaped, square-shaped weirdness of his feet?	Fixer Upper	Frozen	4
And though we know he washes well, he always ends up sort of smelly.	Fixer Upper	Frozen	5
But you'll never meet a fellow who's as sensitive and sweet!	Fixer Upper	Frozen	6
So he's a bit of a fixer upper,	Fixer Upper	Frozen	7
So he's got a few flaws.	Fixer Upper	Frozen	8
Like his peculiar brain, dear,	Fixer Upper	Frozen	9
His thing with the reindeer,	Fixer Upper	Frozen	10
That's a little outside of nature's laws!	Fixer Upper	Frozen	11
So he's a bit of a fixer upper, but this we're certain of:	Fixer Upper	Frozen	12
You can fix this fixer upper up with a little bit of love!	Fixer Upper	Frozen	13
Can we please just stop talking about this? We've got a real, actual problem here.	Fixer Upper	Frozen	14
I'll say! So tell me, dear,	Fixer Upper	Frozen	15
Is it the way that he runs scared?	Fixer Upper	Frozen	16
Or that he's socially impaired?	Fixer Upper	Frozen	17
Or that he only likes to tinkle in the woods?	Fixer Upper	Frozen	18
I did not need to know that.	Fixer Upper	Frozen	19
-- what?	Fixer Upper	Frozen	20
Are you holding back your fondness due to his unmanly blondness?	Fixer Upper	Frozen	21
Or the way he covers up that he's the honest goods?	Fixer Upper	Frozen	22
He's a bit of a fixer upper.	Fixer Upper	Frozen	23
He's got a couple of bugs.	Fixer Upper	Frozen	24
His isolation is confirmation of his desperation for human hugs!	Fixer Upper	Frozen	25
So he's a bit of a fixer upper, but we know what to do!	Fixer Upper	Frozen	26
The way to fix this fixer upper is to fix him up with you!	Fixer Upper	Frozen	27
ENOUGH! She is engaged to someone else, okay?	Fixer Upper	Frozen	28
... so she's a bit of a fixer upper --	Fixer Upper	Frozen	29
-- that's a minor thing.	Fixer Upper	Frozen	30
Her quote "engagement" is a flex arrangement.	Fixer Upper	Frozen	31
And, by the way, I don't see no ring!	Fixer Upper	Frozen	32
So she's a bit of a fixer upper: her brain's a bit betwixt!	Fixer Upper	Frozen	33
Get the fiance out of the way and the whole thing will be fixed!	Fixer Upper	Frozen	34
But we're not saying you can change him, 'cause people don't really change.	Fixer Upper	Frozen	35
We're only saying that love's a force that's powerful and strange.	Fixer Upper	Frozen	36
People make bad choices if they're mad, or scared, or stressed.	Fixer Upper	Frozen	37
Throw a little love their way!	Fixer Upper	Frozen	38
And you'll bring out their best -- true love brings out the best!	Fixer Upper	Frozen	39
Throw a little love their way.	Fixer Upper	Frozen	40
Everyone's a bit of a fixer upper -- that's what it's all about!	Fixer Upper	Frozen	41
Father!	Fixer Upper	Frozen	42
Sister!	Fixer Upper	Frozen	43
Brother!	Fixer Upper	Frozen	44
We need each other to raise us up and round us out!	Fixer Upper	Frozen	45
Everyone's a bit of a fixer upper, but when push comes to shove,	Fixer Upper	Frozen	46
The only fixer upper fixer that can fix up a fixer upper is	Fixer Upper	Frozen	47
True! True!	Fixer Upper	Frozen	48
True, true, true!	Fixer Upper	Frozen	49
Love! True love!	Fixer Upper	Frozen	50
Love, love, love, love, love!	Fixer Upper	Frozen	51
Love!  True love!	Fixer Upper	Frozen	52
True ...	Fixer Upper	Frozen	53
Do you, Anna, take Kristoff to be your troll-fully wedded?	Fixer Upper	Frozen	54
Wait, what?	Fixer Upper	Frozen	55
You're getting married.	Fixer Upper	Frozen	56
Love!	Fixer Upper	Frozen	57
I came all this way today to give us a fresh start,	Life's Too Short	Frozen	1
But now that you're like, wow, it's all, like,	Life's Too Short	Frozen	2
Warm in the heart.	Life's Too Short	Frozen	3
Well this is who I am, welcome to the real me!	Life's Too Short	Frozen	4
